cliCod;FisJur;age;tasaeol;tasaius;debaut;score
431628;PF;27   ;[6 años];NULL;S;11.0
431630;PF;38   ;[6 años];NULL;S;11.5
431643;PF;47   ;[6 años];NULL;N;11.5
431649;PF;35   ;[6 años];NULL;S;10.5
431658;PF;36   ;[6 años];NULL;S;18.3
431664;PJ;ND   ;[6 años];NULL;S;10.5
431695;PJ;ND   ;[6 años];NULL;S;9.0
431696;PJ;ND   ;[6 años];NULL;N;9.0
431716;PF;61   ;[6 años];NULL;N;9.5
431728;PF;37   ;[6 años];NULL;N;9.5
431733;PF;33   ;[6 años];NULL;S;12.0
431734;PF;42   ;[6 años];NULL;S;9.5
431766;PJ;ND   ;[6 años];NULL;N;8.5
431770;PF;32   ;[6 años];NULL;S;14.5
431774;PF;31   ;[6 años];NULL;N;11.5
431781;PF;27   ;[6 años];NULL;S;10.0
431801;PF;36   ;[6 años];NULL;S;13.0
431827;PJ;ND   ;[6 años];NULL;S;12.5
431844;PF;38   ;[6 años];NULL;S;13.0
431848;PF;40   ;[6 años];NULL;S;11.5
431854;PF;41   ;[6 años];NULL;N;12.0
431857;PF;30   ;[6 años];NULL;S;14.5
431865;PF;26   ;[6 años];NULL;S;14.5
431870;PF;30   ;[6 años];NULL;S;9.5
431882;PJ;ND   ;[6 años];NULL;N;8.5
431901;PJ;ND   ;[6 años];NULL;S;11.0
431922;PJ;ND   ;[6 años];NULL;S;10.0
431923;PF;48   ;[6 años];NULL;S;10.5
431947;PF;49   ;[6 años];NULL;N;9.5
431952;PF;44   ;[6 años];NULL;S;8.5
431956;PJ;ND   ;[6 años];NULL;N;6.5
431958;PF;45   ;[3 años];NULL;S;10.0
431962;PF;30   ;[4 años];NULL;S;14.0
431976;PF;>=64 ;[6 años];NULL;S;13.5
431977;PF;34   ;[6 años];NULL;S;15.5
431987;PJ;ND   ;[6 años];NULL;S;12.3
431997;PF;47   ;[6 años];NULL;S;11.5
431998;PF;52   ;[6 años];NULL;S;12.0
432048;PF;49   ;[6 años];NULL;S;9.5
432060;PJ;ND   ;[6 años];NULL;S;9.5
432065;PF;54   ;[6 años];NULL;S;13.5
432075;PF;<=25 ;[6 años];NULL;S;14.0
432078;PF;56   ;[6 años];NULL;S;10.5
432085;PF;28   ;[6 años];NULL;S;15.0
432088;PF;59   ;[6 años];NULL;S;10.5
432099;PF;37   ;[6 años];NULL;S;13.5
432110;PJ;ND   ;[6 años];NULL;N;9.5
432112;PF;38   ;[2 años];NULL;N;14.5
432115;PF;44   ;[6 años];NULL;S;12.5
432123;PF;30   ;[6 años];NULL;N;10.0
432125;PJ;ND   ;[6 años];NULL;N;11.5
432152;PJ;ND   ;[6 años];NULL;N;7.5
432179;PJ;ND   ;[6 años];NULL;N;7.7
432185;PF;35   ;[6 años];NULL;N;14.0
432188;PJ;ND   ;[6 años];NULL;N;8.5
432208;PF;35   ;[6 años];NULL;N;13.0
432209;PF;55   ;[6 años];NULL;S;15.0
432228;PF;38   ;[6 años];NULL;S;18.0
432230;PF;33   ;[6 años];NULL;S;16.0
432237;PF;40   ;[6 años];NULL;S;18.5
432261;PF;34   ;[6 años];NULL;S;17.5
432282;PF;31   ;[6 años];NULL;S;14.0
432316;PF;50   ;[6 años];NULL;N;10.5
432332;PJ;ND   ;[6 años];NULL;N;14.0
432351;PF;50   ;[6 años];NULL;S;16.5
432363;PF;39   ;[6 años];NULL;S;14.5
432371;PF;28   ;[6 años];NULL;S;9.5
432381;PF;34   ;[6 años];NULL;S;17.0
432415;PF;33   ;[6 años];NULL;S;13.0
432428;PF;32   ;[6 años];NULL;S;17.5
432429;PF;59   ;[6 años];NULL;S;19.0
432464;PF;33   ;[6 años];NULL;S;17.5
432512;PF;28   ;[6 años];NULL;S;12.0
432516;PF;60   ;[6 años];NULL;N;10.5
432543;PF;>=64 ;[6 años];NULL;N;10.8
432555;PF;32   ;[6 años];NULL;S;15.0
432557;PF;42   ;[6 años];NULL;S;11.5
432614;PF;58   ;[6 años];NULL;S;12.5
432630;PF;31   ;[6 años];NULL;S;17.5
432646;PF;28   ;[6 años];NULL;S;12.0
432651;PF;40   ;[6 años];NULL;S;18.5
432659;PF;57   ;[6 años];NULL;S;15.2
432675;PF;40   ;[6 años];NULL;S;13.0
432679;PF;35   ;[6 años];NULL;S;16.5
432709;PF;36   ;[6 años];NULL;S;15.5
432741;PF;29   ;[6 años];NULL;S;15.0
432793;PF;56   ;[6 años];NULL;S;19.0
432800;PF;37   ;[6 años];NULL;S;12.5
432804;PF;49   ;[6 años];NULL;S;12.0
432808;PF;35   ;[6 años];NULL;S;15.3
432811;PF;27   ;[6 años];NULL;S;12.8
432821;PF;57   ;[6 años];NULL;S;19.0
432837;PF;48   ;[6 años];NULL;S;9.0
432905;PF;45   ;[6 años];NULL;N;10.0
432913;PF;>=64 ;[6 años];NULL;S;11.0
432924;PF;37   ;[6 años];NULL;S;11.0
432928;PF;38   ;[6 años];NULL;S;16.5
432934;PJ;ND   ;[6 años];NULL;S;8.0
432975;PF;35   ;[6 años];NULL;S;18.5
432980;PJ;ND   ;[6 años];NULL;N;9.0
433018;PJ;ND   ;[6 años];NULL;N;9.5
433037;PF;35   ;[6 años];NULL;S;14.5
433055;PF;58   ;[6 años];NULL;S;13.0
433082;PF;40   ;[6 años];NULL;N;10.0
433086;PF;29   ;[6 años];NULL;S;14.5
433119;PJ;ND   ;[6 años];NULL;S;10.0
433141;PF;48   ;[6 años];NULL;S;12.5
433151;PJ;ND   ;[6 años];NULL;N;11.5
433167;PJ;ND   ;[6 años];NULL;N;10.0
433198;PJ;ND   ;[6 años];NULL;N;11.0
433199;PF;29   ;[6 años];NULL;N;11.5
433210;PF;35   ;[6 años];NULL;S;14.0
433213;PF;39   ;[6 años];NULL;S;11.5
433223;PF;30   ;[6 años];NULL;S;18.5
433240;PJ;ND   ;[6 años];NULL;N;12.0
433244;PF;33   ;[6 años];NULL;S;15.5
433247;PF;55   ;[6 años];NULL;N;8.0
433329;PF;39   ;[6 años];NULL;S;13.5
433337;PJ;ND   ;[6 años];NULL;N;9.5
433366;PF;39   ;[6 años];NULL;S;13.5
433422;PF;59   ;[6 años];NULL;S;10.8
433453;PF;37   ;[6 años];NULL;S;12.0
433508;PF;<=25 ;[6 años];NULL;S;13.5
433515;PF;32   ;[6 años];NULL;S;18.0
433526;PF;59   ;[6 años];NULL;N;8.5
433553;PJ;ND   ;[6 años];NULL;N;11.5
433581;PJ;ND   ;[6 años];NULL;N;10.5
433584;PF;33   ;[6 años];NULL;S;14.7
433588;PJ;ND   ;[6 años];NULL;S;9.5
433636;PF;58   ;[6 años];NULL;N;15.5
433650;PF;39   ;[6 años];NULL;S;13.5
433699;PJ;ND   ;[6 años];NULL;N;7.8
433700;PF;48   ;[6 años];NULL;S;10.0
433715;PJ;ND   ;[6 años];NULL;N;6.3
433719;PJ;ND   ;[6 años];NULL;N;11.5
433723;PJ;ND   ;[6 años];NULL;S;11.5
433726;PJ;ND   ;[6 años];NULL;N;10.0
433736;PJ;ND   ;[6 años];NULL;N;9.5
433747;PF;49   ;[6 años];NULL;N;10.8
433756;PF;26   ;[6 años];NULL;S;15.0
433757;PJ;ND   ;[6 años];NULL;S;13.5
433759;PF;53   ;[6 años];NULL;N;13.0
433776;PF;59   ;[6 años];NULL;N;9.0
433783;PF;31   ;[6 años];NULL;S;16.0
433806;PF;40   ;[6 años];NULL;S;14.0
433883;PJ;ND   ;[6 años];NULL;S;15.5
433901;PJ;ND   ;[6 años];NULL;S;12.0
433907;PF;>=64 ;[6 años];NULL;N;10.5
433910;PJ;ND   ;[6 años];NULL;N;7.9
433911;PJ;ND   ;[6 años];NULL;N;9.5
433931;PF;45   ;[6 años];NULL;S;13.5
433964;PJ;ND   ;[6 años];NULL;N;8.0
434013;PF;56   ;[6 años];NULL;S;14.5
434016;PJ;ND   ;[6 años];NULL;N;10.5
434017;PJ;ND   ;[6 años];NULL;N;9.0
434048;PF;47   ;[6 años];NULL;S;15.3
434056;PF;38   ;[6 años];NULL;S;11.5
434066;PF;41   ;[6 años];NULL;S;7.5
434109;PF;31   ;[6 años];NULL;S;17.0
434114;PF;29   ;[6 años];NULL;N;11.0
434130;PF;28   ;[6 años];NULL;S;11.0
434192;PF;36   ;[6 años];NULL;S;12.5
434193;PF;36   ;[6 años];NULL;N;10.0
434198;PF;45   ;[6 años];NULL;N;10.8
434217;PF;35   ;[6 años];NULL;S;16.8
434223;PF;31   ;[6 años];NULL;S;14.0
434229;PF;36   ;[6 años];NULL;N;14.0
434234;PF;49   ;NULL;NULL;NULL;10.5
434252;PF;27   ;[6 años];NULL;N;8.0
434255;PF;36   ;[6 años];NULL;N;11.0
434274;PF;41   ;[6 años];NULL;N;8.0
434276;PJ;ND   ;[6 años];NULL;S;13.5
434290;PJ;ND   ;[6 años];NULL;N;9.5
434295;PF;49   ;[6 años];NULL;S;12.5
434305;PF;30   ;[6 años];NULL;S;15.0
434317;PJ;ND   ;[6 años];NULL;N;8.5
434318;PF;33   ;[6 años];NULL;N;13.0
434332;PF;40   ;[6 años];NULL;S;18.0
434348;PJ;ND   ;[5 años];NULL;S;11.0
434361;PF;42   ;[5 años];NULL;S;9.0
434368;PF;31   ;[5 años];NULL;S;16.0
434395;PF;35   ;[5 años];NULL;S;14.5
434440;PF;<=25 ;[5 años];NULL;S;10.5
434502;PJ;ND   ;[1 año];NULL;S;12.0
434507;PF;49   ;[5 años];NULL;S;11.0
434509;PF;42   ;[5 años];NULL;S;12.8
434539;PF;57   ;[5 años];NULL;S;12.0
434548;PF;32   ;[5 años];NULL;S;17.5
434553;PF;42   ;[5 años];NULL;N;8.9
434554;PF;54   ;[5 años];NULL;S;16.5
434556;PF;40   ;[5 años];NULL;S;10.0
434557;PJ;ND   ;[5 años];NULL;S;7.5
434559;PJ;ND   ;[5 años];NULL;S;9.0
434561;PF;44   ;[5 años];NULL;S;11.5
434632;PF;<=25 ;[5 años];NULL;S;10.0
434699;PF;39   ;[5 años];NULL;S;11.5
434704;PF;28   ;[5 años];NULL;N;13.5
434710;PF;33   ;[5 años];NULL;S;12.0
434724;PJ;ND   ;[5 años];NULL;N;9.0
434729;PF;29   ;NULL;NULL;NULL;14.0
434770;PF;60   ;[5 años];NULL;N;11.0
434779;PJ;ND   ;[5 años];NULL;N;6.2
434786;PF;47   ;[5 años];NULL;S;10.5
434793;PF;56   ;[5 años];NULL;S;12.0
434815;PF;34   ;[5 años];NULL;S;17.0
434816;PF;29   ;[5 años];NULL;S;14.3
434821;PF;27   ;[5 años];NULL;S;14.0
434835;PJ;ND   ;[5 años];NULL;N;9.5
434838;PJ;ND   ;[5 años];NULL;S;10.5
434868;PF;48   ;[5 años];NULL;S;14.0
434869;PF;42   ;[5 años];NULL;N;14.0
434883;PF;>=64 ;[5 años];NULL;S;8.5
434901;PF;<=25 ;[5 años];NULL;N;7.0
434906;PF;45   ;[5 años];NULL;S;11.0
434913;PJ;ND   ;[5 años];NULL;S;14.0
434920;PF;27   ;[5 años];NULL;S;11.0
434925;PJ;ND   ;[5 años];NULL;N;7.0
434951;PJ;ND   ;[5 años];NULL;S;8.5
434956;PF;35   ;[5 años];NULL;S;19.0
434959;PF;32   ;[5 años];NULL;S;12.5
434974;PF;31   ;[5 años];NULL;S;12.0
435003;PF;31   ;[5 años];NULL;S;15.5
435004;PF;>=64 ;[5 años];NULL;NULL;13.5
435016;PJ;ND   ;[5 años];NULL;NULL;7.0
435017;PJ;ND   ;[5 años];NULL;S;10.0
435028;PF;49   ;[5 años];NULL;N;8.7
435038;PJ;ND   ;[5 años];NULL;N;11.5
435045;PF;35   ;[5 años];NULL;S;20.5
435066;PF;49   ;[5 años];NULL;S;14.5
435074;PF;42   ;[5 años];NULL;S;11.0
435086;PJ;ND   ;[5 años];NULL;N;10.5
435146;PF;30   ;[5 años];NULL;S;10.8
435153;PF;37   ;[5 años];NULL;S;15.0
435163;PF;31   ;[5 años];NULL;S;13.5
435167;PJ;ND   ;[5 años];NULL;N;9.5
435185;PF;32   ;[5 años];NULL;S;17.5
435190;PJ;ND   ;[5 años];NULL;N;12.0
435193;PJ;ND   ;[5 años];NULL;S;12.5
435226;PF;38   ;[5 años];NULL;S;15.0
435236;PF;>=64 ;[5 años];NULL;S;13.5
435239;PF;34   ;[5 años];NULL;S;18.5
435252;PF;35   ;[5 años];NULL;S;14.5
435253;PF;38   ;[5 años];NULL;S;17.3
435259;PF;42   ;[5 años];NULL;S;16.5
435277;PF;39   ;[5 años];NULL;S;11.0
435323;PJ;ND   ;[5 años];NULL;S;9.0
435327;PF;59   ;[5 años];NULL;S;13.0
435333;PF;35   ;[5 años];NULL;S;17.0
435338;PF;31   ;[5 años];NULL;S;14.0
435342;PF;61   ;[5 años];NULL;NULL;13.5
435361;PF;28   ;[5 años];NULL;NULL;15.5
435369;PF;31   ;[5 años];NULL;S;17.5
435371;PF;60   ;[5 años];NULL;N;9.5
435380;PF;40   ;[5 años];NULL;S;13.0
435383;PF;30   ;[5 años];NULL;S;13.5
435389;PF;43   ;[5 años];NULL;S;15.5
435390;PF;33   ;[5 años];NULL;S;16.8
435391;PF;38   ;[5 años];NULL;S;18.5
435403;PJ;ND   ;[5 años];NULL;N;7.0
435404;PF;31   ;[5 años];NULL;N;19.0
435411;PF;33   ;[5 años];NULL;N;17.0
435426;PF;35   ;[5 años];NULL;S;15.5
435439;PF;38   ;[5 años];NULL;S;17.5
435442;PF;38   ;[5 años];NULL;S;13.8
435453;PF;41   ;[5 años];NULL;S;9.5
435459;PF;27   ;[5 años];NULL;S;15.5
435465;PJ;ND   ;[5 años];NULL;N;7.5
435477;PJ;ND   ;[5 años];NULL;N;7.7
435479;PF;58   ;[5 años];NULL;S;10.0
435482;PF;39   ;[5 años];NULL;S;16.0
435483;PF;33   ;[5 años];NULL;S;11.0
435488;PF;37   ;[5 años];NULL;N;11.0
435491;PJ;ND   ;[5 años];NULL;N;12.0
435494;PF;>=64 ;[5 años];NULL;S;6.5
435499;PJ;ND   ;[5 años];NULL;S;16.0
435500;PF;57   ;[5 años];NULL;S;12.0
435503;PJ;ND   ;[5 años];NULL;S;10.7
435505;PF;60   ;[5 años];NULL;S;7.5
435517;PF;27   ;[5 años];NULL;S;12.5
435525;PF;48   ;[5 años];NULL;N;9.0
435529;ND;ND   ;[5 años];NULL;S;6.5
435546;PJ;ND   ;[5 años];NULL;S;11.5
435548;PF;40   ;[5 años];NULL;S;12.5
435550;PF;41   ;[5 años];NULL;N;10.5
435553;PJ;ND   ;[5 años];NULL;S;11.5
435565;PF;36   ;[5 años];NULL;N;11.5
435574;PJ;ND   ;[5 años];NULL;S;15.5
435575;PF;47   ;[5 años];NULL;N;16.0
435583;PF;28   ;[5 años];NULL;S;13.0
435588;PF;59   ;[5 años];NULL;N;11.5
435601;PJ;ND   ;[5 años];NULL;N;9.5
435605;PF;53   ;[5 años];NULL;N;9.5
435606;PF;37   ;[5 años];NULL;S;14.5
435607;PF;55   ;[5 años];NULL;S;13.0
435628;PF;>=64 ;[5 años];NULL;N;11.0
435634;PF;48   ;[5 años];NULL;N;13.5
435645;PJ;ND   ;[5 años];NULL;S;13.0
435647;PF;32   ;[5 años];NULL;S;15.0
435658;PJ;ND   ;[5 años];NULL;N;9.0
435666;PF;43   ;[5 años];NULL;S;10.0
435688;PF;42   ;[5 años];NULL;N;10.5
435708;PF;49   ;[5 años];NULL;S;11.5
435711;PJ;ND   ;[5 años];NULL;N;12.3
435760;PF;30   ;[5 años];NULL;S;11.5
435779;PF;30   ;[5 años];NULL;S;14.8
435808;PF;41   ;[5 años];NULL;S;10.5
435809;PF;52   ;[5 años];NULL;S;10.5
435810;PF;37   ;[5 años];NULL;S;13.5
435815;PF;34   ;[5 años];NULL;S;14.0
435824;PF;55   ;[5 años];NULL;N;12.5
435867;PF;36   ;[5 años];NULL;N;13.5
435886;ND;ND   ;[5 años];NULL;S;15.0
435894;PF;36   ;[5 años];NULL;N;10.0
435905;PF;53   ;[5 años];NULL;N;9.5
435906;PF;55   ;[5 años];NULL;S;15.0
435935;PF;29   ;[5 años];NULL;S;15.5
435950;PF;35   ;[5 años];NULL;S;19.5
435954;PF;61   ;[5 años];NULL;N;9.0
435963;PJ;ND   ;[5 años];NULL;N;9.0
435975;PJ;ND   ;[5 años];NULL;S;8.0
435988;PJ;ND   ;[5 años];NULL;S;12.5
435989;PF;57   ;[5 años];NULL;S;12.0
435994;PF;27   ;[5 años];NULL;S;16.5
435999;PJ;ND   ;[5 años];NULL;S;7.0
436006;PF;29   ;[5 años];NULL;S;19.0
436012;PJ;ND   ;[5 años];NULL;N;10.0
436016;PF;35   ;[5 años];NULL;S;16.0
436028;PF;45   ;[5 años];NULL;N;10.0
436057;PJ;ND   ;[5 años];NULL;S;16.0
436073;PF;31   ;[5 años];NULL;S;14.0
436075;PF;45   ;[5 años];NULL;N;9.0
436076;PF;47   ;[5 años];NULL;N;9.0
436078;ND;ND   ;[5 años];NULL;S;8.0
436094;PJ;ND   ;[5 años];NULL;S;7.5
436118;PF;36   ;[5 años];NULL;N;13.0
436129;PF;35   ;[5 años];NULL;S;13.0
436141;PJ;ND   ;[5 años];NULL;N;9.7
436165;PF;40   ;[5 años];NULL;S;11.8
436169;PF;53   ;[5 años];NULL;S;16.0
436193;PJ;ND   ;[5 años];NULL;N;10.5
436200;PF;57   ;[5 años];NULL;S;12.0
436203;PF;43   ;[5 años];NULL;S;10.5
436207;PJ;ND   ;[5 años];NULL;N;7.0
436208;PF;31   ;[5 años];NULL;S;19.0
436211;PJ;ND   ;[5 años];NULL;S;13.5
436274;PJ;ND   ;[5 años];NULL;N;10.5
436282;PF;27   ;[5 años];NULL;N;12.5
436314;PF;29   ;[5 años];NULL;S;9.5
436315;PF;34   ;[5 años];NULL;S;22.0
436318;PJ;ND   ;[5 años];NULL;S;11.0
436321;PF;32   ;[5 años];NULL;S;15.5
436348;PF;49   ;[5 años];NULL;S;9.5
436352;PF;27   ;[5 años];NULL;S;17.2
436368;PF;31   ;[5 años];NULL;S;15.0
436373;PF;36   ;[5 años];NULL;S;12.5
436408;PJ;ND   ;[5 años];NULL;S;15.0
436411;PF;31   ;[5 años];NULL;S;16.5
436442;PF;35   ;[5 años];NULL;S;14.5
436444;PF;42   ;[5 años];NULL;S;12.0
436469;PJ;ND   ;[5 años];NULL;N;11.5
436474;PF;49   ;[5 años];NULL;S;14.5
436486;PF;30   ;[5 años];NULL;S;11.5
436490;PF;34   ;[5 años];NULL;S;13.5
436494;PF;54   ;[5 años];NULL;N;7.5
436518;PF;>=64 ;[5 años];NULL;S;9.0
436530;PF;38   ;[5 años];NULL;S;16.5
436539;PF;57   ;[5 años];NULL;S;13.5
436554;PF;35   ;[5 años];NULL;S;14.5
436558;PF;36   ;[5 años];NULL;S;14.5
436569;PJ;ND   ;[5 años];NULL;N;6.7
436580;PJ;ND   ;[5 años];NULL;N;8.8
436593;PF;41   ;[5 años];NULL;S;11.5
436601;PF;53   ;[5 años];NULL;N;14.0
436664;PF;42   ;[5 años];NULL;S;11.5
436673;PJ;ND   ;[5 años];NULL;N;8.0
436675;PF;49   ;[5 años];NULL;S;10.0
436701;PF;34   ;[5 años];NULL;S;18.2
436709;PJ;ND   ;[5 años];NULL;S;10.0
436784;PJ;ND   ;[5 años];NULL;N;11.3
436785;PF;33   ;[5 años];NULL;S;12.5
436786;PF;33   ;[5 años];NULL;S;14.0
436796;PF;34   ;[5 años];NULL;S;12.0
436803;PF;39   ;[5 años];NULL;S;14.0
436811;PF;34   ;[5 años];NULL;S;15.5
436816;PF;43   ;[5 años];NULL;N;10.0
436829;PF;48   ;[5 años];NULL;S;14.5
436878;PF;58   ;[5 años];NULL;N;9.0
436884;PF;39   ;[5 años];NULL;S;17.5
436905;PF;36   ;[5 años];NULL;S;16.0
436909;PJ;ND   ;[5 años];NULL;S;9.5
436912;PF;34   ;[5 años];NULL;S;18.5
436916;PF;37   ;[5 años];NULL;S;14.0
436949;PF;33   ;[5 años];NULL;S;14.8
436953;PJ;ND   ;[5 años];NULL;N;8.0
436954;PF;<=25 ;[5 años];NULL;N;10.0
436993;PF;49   ;[5 años];NULL;S;11.0
437019;PJ;ND   ;[5 años];NULL;S;11.0
437034;PF;33   ;[5 años];NULL;S;18.0
437037;PF;43   ;[5 años];NULL;S;10.0
437039;PF;34   ;[5 años];NULL;S;12.5
437050;PJ;ND   ;[5 años];NULL;S;9.0
437077;PF;26   ;[5 años];NULL;S;13.5
437079;PF;39   ;[5 años];NULL;S;10.0
437080;PF;37   ;[5 años];NULL;S;12.5
437132;PJ;ND   ;[5 años];NULL;N;10.5
437134;PF;35   ;[5 años];NULL;S;19.0
437135;PJ;ND   ;[5 años];[2 años];N;12.5
437147;PF;33   ;[5 años];NULL;S;14.5
437163;PJ;ND   ;[5 años];NULL;N;10.0
437185;PF;>=64 ;[5 años];NULL;N;11.0
437213;PF;35   ;[5 años];NULL;S;14.5
437247;PF;34   ;[5 años];NULL;N;13.5
437326;PF;41   ;[5 años];NULL;S;9.0
437338;PJ;ND   ;[5 años];NULL;N;9.5
437347;PF;<=25 ;[5 años];NULL;S;8.5
437348;PJ;ND   ;[5 años];NULL;S;12.5
437352;PJ;ND   ;[5 años];NULL;N;9.0
437364;PJ;ND   ;[5 años];NULL;S;13.0
437365;PJ;ND   ;[5 años];NULL;N;10.0
437382;PF;58   ;[5 años];NULL;S;11.5
437423;PF;41   ;[5 años];NULL;S;9.0
437445;PJ;ND   ;[5 años];NULL;N;10.5
437455;PJ;ND   ;[5 años];NULL;N;10.0
437457;PJ;ND   ;[5 años];NULL;N;9.5
437462;PJ;ND   ;[5 años];NULL;N;7.5
437475;PJ;ND   ;[5 años];NULL;N;9.0
437488;PJ;ND   ;[5 años];NULL;N;9.5
437493;PF;42   ;[5 años];NULL;S;10.5
437504;PF;45   ;[5 años];NULL;N;10.0
437547;PJ;ND   ;[5 años];NULL;S;7.0
437564;PF;40   ;[5 años];NULL;S;12.8
437566;PF;57   ;[5 años];NULL;S;12.5
437569;PJ;ND   ;[5 años];NULL;N;9.0
437578;PF;33   ;[5 años];NULL;S;16.3
437579;PJ;ND   ;[5 años];NULL;N;8.0
437586;PF;35   ;[5 años];NULL;S;14.5
437609;PF;<=25 ;[5 años];NULL;S;10.0
437616;PF;43   ;[5 años];NULL;S;9.5
437617;PF;41   ;[5 años];NULL;S;12.5
437620;PF;53   ;[5 años];NULL;S;12.5
437628;PF;<=25 ;[5 años];NULL;S;13.5
437629;PJ;ND   ;[5 años];NULL;S;9.0
437632;PJ;ND   ;[5 años];NULL;N;7.5
437637;PF;54   ;[5 años];NULL;S;17.0
437674;PJ;ND   ;[5 años];NULL;S;6.5
437681;PJ;ND   ;[5 años];NULL;S;13.0
437738;PF;39   ;[5 años];NULL;S;12.5
437745;PF;34   ;[5 años];NULL;N;13.0
437760;PF;37   ;[5 años];NULL;S;11.5
437762;PF;37   ;[5 años];NULL;N;13.5
437763;PJ;ND   ;[5 años];NULL;N;9.5
437833;PF;34   ;[4 años];NULL;S;14.0
437836;PJ;ND   ;[4 años];NULL;S;11.0
437880;PF;29   ;[4 años];NULL;S;11.5
437883;PF;29   ;[No Per. Consec.];NULL;S;5.0
437920;PF;41   ;[4 años];NULL;S;11.0
437929;PJ;ND   ;[4 años];NULL;N;9.0
437930;PF;33   ;[4 años];NULL;S;14.5
437964;PF;53   ;[4 años];NULL;N;10.5
437986;PF;32   ;[4 años];NULL;S;19.0
438017;PF;40   ;[4 años];NULL;S;10.0
438018;PJ;ND   ;[4 años];NULL;N;9.8
438021;PJ;ND   ;[4 años];NULL;S;9.5
438032;PF;32   ;[4 años];NULL;S;11.0
438037;PF;49   ;[4 años];NULL;N;7.0
438039;PJ;ND   ;[4 años];NULL;S;10.0
438042;PJ;ND   ;[4 años];NULL;N;9.0
438045;PF;45   ;[4 años];NULL;S;8.0
438056;PJ;ND   ;[4 años];NULL;S;11.5
438097;PF;38   ;[4 años];NULL;S;15.0
438110;PF;37   ;[4 años];NULL;S;10.0
438119;PF;33   ;[4 años];NULL;N;10.0
438121;PJ;ND   ;[4 años];NULL;N;11.5
438156;PJ;ND   ;[4 años];NULL;N;9.0
438218;PF;34   ;[4 años];NULL;S;8.0
438219;PF;34   ;[4 años];NULL;S;17.5
438228;PF;39   ;[4 años];NULL;S;12.5
438234;PJ;ND   ;[4 años];NULL;N;7.0
438285;PJ;ND   ;[4 años];NULL;S;10.0
438327;PF;31   ;[4 años];NULL;S;16.5
438404;PJ;ND   ;[4 años];NULL;N;9.8
438428;PJ;ND   ;[4 años];NULL;S;9.5
438440;PF;34   ;[4 años];NULL;S;14.5
438444;PF;27   ;[4 años];NULL;S;10.0
438450;PF;39   ;[4 años];NULL;S;12.5
438464;PF;39   ;[4 años];NULL;S;12.5
438473;PF;32   ;[4 años];NULL;S;11.0
438497;PF;49   ;[4 años];NULL;S;10.0
438514;PF;57   ;[4 años];NULL;S;15.0
438542;PJ;ND   ;[4 años];NULL;S;12.0
438549;PJ;ND   ;[4 años];NULL;S;7.5
438550;PF;59   ;[4 años];NULL;S;14.5
438563;PF;36   ;[4 años];NULL;S;12.0
438572;PF;49   ;[4 años];NULL;S;15.0
438614;PF;34   ;[4 años];NULL;S;12.0
438624;PF;38   ;[4 años];NULL;NULL;14.5
438636;PF;30   ;[4 años];NULL;S;13.5
438639;PF;36   ;[4 años];NULL;N;12.5
438640;PF;44   ;[4 años];NULL;S;9.0
438652;PF;39   ;[4 años];NULL;S;14.5
438702;PJ;ND   ;[4 años];NULL;N;9.0
438707;PF;30   ;[4 años];NULL;S;10.5
438715;PF;55   ;[4 años];NULL;S;11.5
438718;PF;27   ;[4 años];NULL;S;13.5
438771;PF;41   ;[4 años];NULL;S;10.5
438799;PJ;ND   ;[4 años];NULL;S;11.5
438801;PF;41   ;[4 años];NULL;S;9.0
438830;PF;31   ;[4 años];NULL;S;15.0
438832;PF;32   ;[4 años];NULL;S;15.0
438837;PJ;ND   ;[4 años];NULL;S;9.0
438874;PF;57   ;[4 años];NULL;S;14.0
438890;PJ;ND   ;[4 años];NULL;S;10.0
438897;PF;35   ;[4 años];NULL;S;14.0
438899;PF;28   ;[4 años];NULL;NULL;16.0
438902;PF;35   ;[4 años];NULL;N;13.5
438910;PF;33   ;[4 años];NULL;S;10.0
438912;PJ;ND   ;[4 años];NULL;N;10.5
438913;PF;>=64 ;[4 años];NULL;S;13.5
438922;PF;49   ;[4 años];NULL;S;11.0
438957;PJ;ND   ;[4 años];NULL;S;10.5
438958;PF;33   ;[4 años];NULL;S;12.0
438962;PJ;ND   ;[4 años];NULL;N;9.5
438968;PF;31   ;[4 años];NULL;S;16.5
438970;PJ;ND   ;[4 años];NULL;N;11.0
439022;PF;35   ;[No Per. Consec.];NULL;S;9.5
439023;PF;37   ;[4 años];NULL;S;17.0
439038;PF;32   ;[4 años];NULL;S;12.5
439058;PJ;ND   ;[4 años];NULL;S;8.5
439111;PF;28   ;[4 años];NULL;S;17.5
439127;PF;27   ;[4 años];NULL;S;11.5
439132;PF;28   ;[4 años];NULL;S;10.5
439139;PF;36   ;[4 años];[3 años];S;17.0
439161;PF;28   ;[4 años];NULL;S;16.0
439165;PF;40   ;[4 años];NULL;S;14.0
439169;PF;35   ;[4 años];NULL;N;13.5
439202;PJ;ND   ;[4 años];NULL;S;11.5
439214;PJ;ND   ;[4 años];NULL;S;13.5
439261;PF;33   ;[4 años];NULL;S;17.0
439271;PJ;ND   ;[4 años];NULL;N;13.5
439274;PJ;ND   ;[4 años];NULL;S;7.5
439285;PF;31   ;[4 años];NULL;S;17.5
439288;PF;49   ;[4 años];NULL;S;12.0
439291;PJ;ND   ;[4 años];NULL;N;12.5
